movieId,title,genres,average_rating,class
57,Home for the Holidays (1995),Drama,3.142857142857143,средний рейтинг
58,"Postman, The (Postino, Il) (1994)",Comedy|Drama|Romance,4.0,средний рейтинг
59,"Confessional, The (Confessionnal, Le) (1995)",Drama|Mystery,4.0,средний рейтинг
60,"Indian in the Cupboard, The (1995)",Adventure|Children|Fantasy,2.828125,средний рейтинг
61,Eye for an Eye (1996),Drama|Thriller,3.5714285714285716,средний рейтинг
62,Mr. Holland's Opus (1995),Drama,3.689655172413793,средний рейтинг
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Comedy|Crime,2.8333333333333335,средний рейтинг
64,Two if by Sea (1996),Comedy|Romance,2.4,средний рейтинг
65,Bio-Dome (1996),Comedy,2.025,средний рейтинг
66,Lawnmower Man 2: Beyond Cyberspace (1996),Action|Sci-Fi|Thriller,2.0,низкий рейтинг
68,French Twist (Gazon maudit) (1995),Comedy|Romance,3.5,средний рейтинг
69,Friday (1995),Comedy,3.8181818181818183,средний рейтинг
70,From Dusk Till Dawn (1996),Action|Comedy|Horror|Thriller,3.0208333333333335,средний рейтинг
71,Fair Game (1995),Action,2.4285714285714284,средний рейтинг
72,Kicking and Screaming (1995),Comedy|Drama,3.1666666666666665,средний рейтинг
73,"Misérables, Les (1995)",Drama|War,4.115384615384615,высокий рейтинг
74,Bed of Roses (1996),Drama|Romance,3.026315789473684,средний рейтинг
76,Screamers (1995),Action|Sci-Fi|Thriller,3.3333333333333335,средний рейтинг
77,Nico Icon (1995),Documentary,4.0,средний рейтинг
78,"Crossing Guard, The (1995)",Action|Crime|Drama|Thriller,3.2,средний рейтинг
79,"Juror, The (1996)",Drama|Thriller,2.9615384615384617,средний рейтинг
80,"White Balloon, The (Badkonake sefid) (1995)",Children|Drama,4.625,высокий рейтинг
81,Things to Do in Denver When You're Dead (1995),Crime|Drama|Romance,3.25,средний рейтинг
82,Antonia's Line (Antonia) (1995),Comedy|Drama,3.8,средний рейтинг
83,Once Upon a Time... When We Were Colored (1995),Drama|Romance,3.0,средний рейтинг
84,Last Summer in the Hamptons (1995),Comedy|Drama,4.0,средний рейтинг
85,Angels and Insects (1995),Drama|Romance,4.0625,высокий рейтинг
86,White Squall (1996),Action|Adventure|Drama,3.764705882352941,средний рейтинг
87,Dunston Checks In (1996),Children|Comedy,1.6666666666666667,низкий рейтинг
88,Black Sheep (1996),Comedy,2.891304347826087,средний рейтинг
89,Nick of Time (1995),Action|Thriller,3.4411764705882355,средний рейтинг
92,Mary Reilly (1996),Drama|Horror|Thriller,3.5416666666666665,средний рейтинг
93,Vampire in Brooklyn (1995),Comedy|Horror|Romance,2.227272727272727,средний рейтинг
94,Beautiful Girls (1996),Comedy|Drama|Romance,3.5681818181818183,средний рейтинг
95,Broken Arrow (1996),Action|Adventure|Thriller,3.1774193548387095,средний рейтинг
96,In the Bleak Midwinter (1995),Comedy|Drama,1.0,низкий рейтинг
97,"Hate (Haine, La) (1995)",Crime|Drama,3.875,средний рейтинг
98,Shopping (1994),Action|Thriller,3.0,средний рейтинг
99,Heidi Fleiss: Hollywood Madam (1995),Documentary,2.75,средний рейтинг
100,City Hall (1996),Drama|Thriller,3.4285714285714284,средний рейтинг
101,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,3.8823529411764706,средний рейтинг
102,Mr. Wrong (1996),Comedy,2.590909090909091,средний рейтинг
103,Unforgettable (1996),Mystery|Sci-Fi|Thriller,4.0,средний рейтинг
104,Happy Gilmore (1996),Comedy,3.2925531914893615,средний рейтинг
105,"Bridges of Madison County, The (1995)",Drama|Romance,3.1145833333333335,средний рейтинг
107,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,3.462962962962963,средний рейтинг
108,Catwalk (1996),Documentary,4.0,средний рейтинг
110,Braveheart (1995),Action|Drama|War,3.9451754385964914,средний рейтинг
111,Taxi Driver (1976),Crime|Drama|Thriller,4.22457627118644,высокий рейтинг
112,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime,3.295918367346939,средний рейтинг
113,Before and After (1996),Drama|Mystery,3.2,средний рейтинг
114,Margaret's Museum (1995),Drama,3.0,средний рейтинг
116,Anne Frank Remembered (1995),Documentary,4.75,высокий рейтинг
117,"Young Poisoner's Handbook, The (1995)",Crime|Drama,3.0,средний рейтинг
118,If Lucy Fell (1996),Comedy|Romance,2.8,средний рейтинг
119,"Steal Big, Steal Little (1995)",Comedy,3.0,средний рейтинг
121,"Boys of St. Vincent, The (1992)",Drama,3.8,средний рейтинг
122,Boomerang (1992),Comedy|Romance,3.0526315789473686,средний рейтинг
123,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance,4.0,средний рейтинг
124,"Star Maker, The (Uomo delle stelle, L') (1995)",Drama,3.0,средний рейтинг
125,Flirting With Disaster (1996),Comedy,3.7142857142857144,средний рейтинг
126,"NeverEnding Story III, The (1994)",Adventure|Children|Fantasy,2.7,средний рейтинг
129,Pie in the Sky (1996),Comedy|Romance,3.0,средний рейтинг
130,Angela (1995),Drama,4.5,высокий рейтинг
131,Frankie Starlight (1995),Drama|Romance,2.0,низкий рейтинг
132,Jade (1995),Thriller,2.875,средний рейтинг
135,Down Periscope (1996),Comedy,3.0,средний рейтинг
137,Man of the Year (1995),Documentary,1.0,низкий рейтинг
140,Up Close and Personal (1996),Drama|Romance,3.4782608695652173,средний рейтинг
141,"Birdcage, The (1996)",Comedy,3.5806451612903225,средний рейтинг
144,"Brothers McMullen, The (1995)",Comedy,3.326923076923077,средний рейтинг
145,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller,3.2790697674418605,средний рейтинг
146,"Amazing Panda Adventure, The (1995)",Adventure|Children,4.333333333333333,высокий рейтинг
147,"Basketball Diaries, The (1995)",Drama,3.642857142857143,средний рейтинг
148,"Awfully Big Adventure, An (1995)",Drama,4.0,средний рейтинг
149,Amateur (1994),Crime|Drama|Thriller,4.333333333333333,высокий рейтинг
150,Apollo 13 (1995),Adventure|Drama|IMAX,3.9025,средний рейтинг
151,Rob Roy (1995),Action|Drama|Romance|War,3.5625,средний рейтинг
152,"Addiction, The (1995)",Drama|Horror,3.8333333333333335,средний рейтинг
153,Batman Forever (1995),Action|Adventure|Comedy|Crime,2.7829457364341086,средний рейтинг
154,Beauty of the Day (Belle de jour) (1967),Drama,3.8125,средний рейтинг
155,Beyond Rangoon (1995),Adventure|Drama|War,3.0555555555555554,средний рейтинг
156,Blue in the Face (1995),Comedy|Drama,3.9545454545454546,средний рейтинг
157,Canadian Bacon (1995),Comedy|War,2.375,средний рейтинг
158,Casper (1995),Adventure|Children,2.8706896551724137,средний рейтинг
159,Clockers (1995),Crime|Drama|Mystery,3.9375,средний рейтинг
160,Congo (1995),Action|Adventure|Mystery|Sci-Fi,2.3412698412698414,средний рейтинг
161,Crimson Tide (1995),Drama|Thriller|War,3.83125,средний рейтинг
162,Crumb (1994),Documentary,4.136363636363637,высокий рейтинг
163,Desperado (1995),Action|Romance|Western,3.515873015873016,средний рейтинг
164,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller,3.5576923076923075,средний рейтинг
165,Die Hard: With a Vengeance (1995),Action|Crime|Thriller,3.443661971830986,средний рейтинг
166,"Doom Generation, The (1995)",Comedy|Crime|Drama,3.0,средний рейтинг
167,Feast of July (1995),Drama,4.0,средний рейтинг
168,First Knight (1995),Action|Drama|Romance,3.116279069767442,средний рейтинг
169,Free Willy 2: The Adventure Home (1995),Adventure|Children|Drama,2.5625,средний рейтинг
170,Hackers (1995),Action|Adventure|Crime|Thriller,3.2884615384615383,средний рейтинг
171,Jeffrey (1995),Comedy|Drama,4.333333333333333,высокий рейтинг
172,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,2.5729166666666665,средний рейтинг
173,Judge Dredd (1995),Action|Crime|Sci-Fi,2.5642857142857145,средний рейтинг
174,Jury Duty (1995),Comedy,2.25,средний рейтинг
175,Kids (1995),Drama,3.9565217391304346,средний рейтинг
176,Living in Oblivion (1995),Comedy,3.7777777777777777,средний рейтинг
177,Lord of Illusions (1995),Horror,2.8846153846153846,средний рейтинг
178,Love & Human Remains (1993),Comedy|Drama,4.7,высокий рейтинг
179,Mad Love (1995),Drama|Romance,3.5,средний рейтинг
180,Mallrats (1995),Comedy|Romance,3.3068181818181817,средний рейтинг
181,Mighty Morphin Power Rangers: The Movie (1995),Action|Children,1.8,низкий рейтинг
183,Mute Witness (1994),Comedy|Horror|Thriller,5.0,высокий рейтинг
184,Nadja (1994),Drama,4.5,высокий рейтинг
185,"Net, The (1995)",Action|Crime|Thriller,3.1029411764705883,средний рейтинг
186,Nine Months (1995),Comedy|Romance,2.875,средний рейтинг
187,Party Girl (1995),Comedy,2.8333333333333335,средний рейтинг
188,"Prophecy, The (1995)",Fantasy|Horror|Mystery,3.125,средний рейтинг
189,Reckless (1995),Comedy|Fantasy,4.0,средний рейтинг
190,Safe (1995),Thriller,3.8333333333333335,средний рейтинг
191,"Scarlet Letter, The (1995)",Drama|Romance,3.0,средний рейтинг
193,Showgirls (1995),Drama,2.3142857142857145,средний рейтинг
194,Smoke (1995),Comedy|Drama,4.291666666666667,высокий рейтинг
195,Something to Talk About (1995),Comedy|Drama|Romance,3.2142857142857144,средний рейтинг
196,Species (1995),Horror|Sci-Fi,2.809090909090909,средний рейтинг
198,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller,3.441860465116279,средний рейтинг
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance,3.3333333333333335,средний рейтинг
200,"Tie That Binds, The (1995)",Thriller,4.0,средний рейтинг
201,Three Wishes (1995),Drama|Fantasy,4.0,средний рейтинг
202,Total Eclipse (1995),Drama|Romance,3.0,средний рейтинг
203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,3.3043478260869565,средний рейтинг
204,Under Siege 2: Dark Territory (1995),Action,3.0,средний рейтинг
205,Unstrung Heroes (1995),Comedy|Drama,4.0,средний рейтинг
206,Unzipped (1995),Documentary,3.6,средний рейтинг
207,"Walk in the Clouds, A (1995)",Drama|Romance,3.375,средний рейтинг
208,Waterworld (1995),Action|Adventure|Sci-Fi,2.752212389380531,средний рейтинг
209,White Man's Burden (1995),Drama,2.6,средний рейтинг
211,"Browning Version, The (1994)",Drama,3.3333333333333335,средний рейтинг
213,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama,4.222222222222222,высокий рейтинг
214,Before the Rain (Pred dozhdot) (1994),Drama|War,3.0,средний рейтинг
215,Before Sunrise (1995),Drama|Romance,3.7222222222222223,средний рейтинг
216,Billy Madison (1995),Comedy,3.0238095238095237,средний рейтинг
217,"Babysitter, The (1995)",Drama|Thriller,2.7142857142857144,средний рейтинг
218,Boys on the Side (1995),Comedy|Drama,3.3333333333333335,средний рейтинг
219,"Cure, The (1995)",Drama,4.25,высокий рейтинг
220,Castle Freak (1995),Horror,3.0,средний рейтинг
222,Circle of Friends (1995),Drama|Romance,3.9318181818181817,средний рейтинг
223,Clerks (1994),Comedy,3.963302752293578,средний рейтинг
224,Don Juan DeMarco (1995),Comedy|Drama|Romance,3.6,средний рейтинг
225,Disclosure (1994),Drama|Thriller,3.173076923076923,средний рейтинг
227,Drop Zone (1994),Action|Thriller,3.15625,средний рейтинг
228,Destiny Turns on the Radio (1995),Comedy,2.0,низкий рейтинг
229,Death and the Maiden (1994),Drama|Thriller,4.083333333333333,высокий рейтинг
230,Dolores Claiborne (1995),Drama|Thriller,3.7,средний рейтинг
231,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy,3.1107594936708862,средний рейтинг
232,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance,4.208333333333333,высокий рейтинг
233,Exotica (1994),Drama,4.269230769230769,высокий рейтинг
234,Exit to Eden (1994),Comedy,2.75,средний рейтинг
235,Ed Wood (1994),Comedy|Drama,3.9038461538461537,средний рейтинг
236,French Kiss (1995),Action|Comedy|Romance,3.3583333333333334,средний рейтинг
237,Forget Paris (1995),Comedy|Romance,3.1911764705882355,средний рейтинг
238,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children,3.0,средний рейтинг
239,"Goofy Movie, A (1995)",Animation|Children|Comedy|Romance,2.933333333333333,средний рейтинг
240,Hideaway (1995),Thriller,3.4,средний рейтинг
241,Fluke (1995),Children|Drama,3.5,средний рейтинг
242,Farinelli: il castrato (1994),Drama|Musical,3.75,средний рейтинг
243,Gordy (1995),Children|Comedy|Fantasy,4.0,средний рейтинг
244,Gumby: The Movie (1995),Animation|Children,3.0,средний рейтинг
245,The Glass Shield (1994),Crime|Drama,3.0,средний рейтинг
246,Hoop Dreams (1994),Documentary,4.040983606557377,высокий рейтинг
247,Heavenly Creatures (1994),Crime|Drama,3.6511627906976742,средний рейтинг
248,Houseguest (1994),Comedy,3.1538461538461537,средний рейтинг
249,Immortal Beloved (1994),Drama|Romance,3.375,средний рейтинг
250,Heavyweights (Heavy Weights) (1995),Children|Comedy,3.25,средний рейтинг
251,"Hunted, The (1995)",Action,3.0,средний рейтинг
252,I.Q. (1994),Comedy|Romance,3.0609756097560976,средний рейтинг
253,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror,3.396,средний рейтинг
254,Jefferson in Paris (1995),Drama,3.0,средний рейтинг
255,"Jerky Boys, The (1995)",Comedy,2.2,средний рейтинг
256,Junior (1994),Comedy|Sci-Fi,2.7023809523809526,средний рейтинг
257,Just Cause (1995),Mystery|Thriller,3.576923076923077,средний рейтинг
258,"Kid in King Arthur's Court, A (1995)",Adventure|Children|Comedy|Fantasy|Romance,2.5,средний рейтинг
259,Kiss of Death (1995),Crime|Drama|Thriller,3.7,средний рейтинг
260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,4.221649484536083,высокий рейтинг
261,Little Women (1994),Drama,3.715686274509804,средний рейтинг
262,"Little Princess, A (1995)",Children|Drama,3.85,средний рейтинг
263,Ladybird Ladybird (1994),Drama,3.0,средний рейтинг
264,"Enfer, L' (1994)",Drama,4.5,высокий рейтинг
265,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance,3.879032258064516,средний рейтинг
266,Legends of the Fall (1994),Drama|Romance|War|Western,3.4863013698630136,средний рейтинг
267,Major Payne (1995),Comedy,2.730769230769231,средний рейтинг
268,Little Odessa (1994),Crime|Drama,4.25,высокий рейтинг
269,My Crazy Life (Mi vida loca) (1993),Drama,3.6666666666666665,средний рейтинг
270,Love Affair (1994),Drama|Romance,3.2222222222222223,средний рейтинг
271,Losing Isaiah (1995),Drama,3.5,средний рейтинг
272,"Madness of King George, The (1994)",Comedy|Drama,4.0,средний рейтинг
273,Mary Shelley's Frankenstein (Frankenstein) (1994),Drama|Horror|Sci-Fi,3.1296296296296298,средний рейтинг
274,Man of the House (1995),Comedy,2.6666666666666665,средний рейтинг
275,Mixed Nuts (1994),Comedy,2.8,средний рейтинг
276,Milk Money (1994),Comedy|Romance,2.8636363636363638,средний рейтинг
277,Miracle on 34th Street (1994),Drama,3.357142857142857,средний рейтинг
278,Miami Rhapsody (1995),Comedy,3.0,средний рейтинг
279,My Family (1995),Drama,2.875,средний рейтинг
280,Murder in the First (1995),Drama|Thriller,4.113636363636363,высокий рейтинг
281,Nobody's Fool (1994),Comedy|Drama|Romance,3.861111111111111,средний рейтинг
282,Nell (1994),Drama,3.284090909090909,средний рейтинг
283,New Jersey Drive (1995),Crime|Drama,3.0,средний рейтинг
285,Beyond Bedlam (1993),Drama|Horror,4.0,средний рейтинг
287,Nina Takes a Lover (1994),Comedy|Romance,3.2,средний рейтинг
288,Natural Born Killers (1994),Action|Crime|Thriller,3.336448598130841,средний рейтинг
289,Only You (1994),Comedy|Romance,3.4642857142857144,средний рейтинг
290,Once Were Warriors (1994),Crime|Drama,3.9375,средний рейтинг
291,Poison Ivy II (1996),Drama|Thriller,2.0,низкий рейтинг
292,Outbreak (1995),Action|Drama|Sci-Fi|Thriller,3.309090909090909,средний рейтинг
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,4.071969696969697,высокий рейтинг
294,"Perez Family, The (1995)",Comedy|Romance,3.3333333333333335,средний рейтинг
295,"Pyromaniac's Love Story, A (1995)",Comedy|Romance,3.0,средний рейтинг
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,4.256172839506172,высокий рейтинг
299,Priest (1994),Drama,3.75,средний рейтинг
300,Quiz Show (1994),Drama,3.75,средний рейтинг
301,Picture Bride (Bijo photo) (1994),Drama|Romance,5.0,высокий рейтинг
302,"Queen Margot (Reine Margot, La) (1994)",Drama|Romance,3.7142857142857144,средний рейтинг
303,"Quick and the Dead, The (1995)",Action|Thriller|Western,3.1875,средний рейтинг
304,Roommates (1995),Comedy|Drama,3.3333333333333335,средний рейтинг
305,Ready to Wear (Pret-A-Porter) (1994),Comedy,2.75,средний рейтинг
306,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama,4.171875,высокий рейтинг
307,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama,4.145161290322581,высокий рейтинг
308,Three Colors: White (Trzy kolory: Bialy) (1994),Comedy|Drama,4.159090909090909,высокий рейтинг
309,"Red Firecracker, Green Firecracker (Pao Da Shuang Deng) (1994)",Drama,5.0,высокий рейтинг
312,Stuart Saves His Family (1995),Comedy,3.6,средний рейтинг
313,"Swan Princess, The (1994)",Animation|Children,2.7142857142857144,средний рейтинг
314,"Secret of Roan Inish, The (1994)",Children|Drama|Fantasy|Mystery,3.9411764705882355,средний рейтинг
315,"Specialist, The (1994)",Action|Drama|Thriller,2.909090909090909,средний рейтинг
316,Stargate (1994),Action|Adventure|Sci-Fi,3.3689655172413793,средний рейтинг
317,"Santa Clause, The (1994)",Comedy|Drama|Fantasy,2.9642857142857144,средний рейтинг
318,"Shawshank Redemption, The (1994)",Crime|Drama,4.487138263665595,высокий рейтинг
319,Shallow Grave (1994),Comedy|Drama|Thriller,3.973684210526316,средний рейтинг
320,Suture (1993),Film-Noir|Thriller,2.75,средний рейтинг
321,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama,3.642857142857143,средний рейтинг
322,Swimming with Sharks (1995),Comedy|Drama,3.642857142857143,средний рейтинг
324,"Sum of Us, The (1994)",Comedy|Drama,3.3333333333333335,средний рейтинг
325,National Lampoon's Senior Trip (1995),Comedy,3.0,средний рейтинг
326,To Live (Huozhe) (1994),Drama,4.071428571428571,высокий рейтинг
327,Tank Girl (1995),Action|Comedy|Sci-Fi,2.75,средний рейтинг
328,Tales from the Crypt Presents: Demon Knight (1995),Horror|Thriller,3.625,средний рейтинг
329,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi,3.3508771929824563,средний рейтинг
330,Tales from the Hood (1995),Action|Crime|Horror,2.7,средний рейтинг
331,Tom & Viv (1994),Drama,3.0,средний рейтинг
332,Village of the Damned (1995),Horror|Sci-Fi,3.2,средний рейтинг
333,Tommy Boy (1995),Comedy,3.32,средний рейтинг
334,Vanya on 42nd Street (1994),Drama,3.0714285714285716,средний рейтинг
335,Underneath (1995),Mystery|Thriller,3.0,средний рейтинг
336,"Walking Dead, The (1995)",Drama|War,3.0,средний рейтинг
337,What's Eating Gilbert Grape (1993),Drama,3.7954545454545454,средний рейтинг
338,Virtuosity (1995),Action|Sci-Fi|Thriller,2.8,средний рейтинг
339,While You Were Sleeping (1995),Comedy|Romance,3.4405940594059405,средний рейтинг
340,"War, The (1994)",Adventure|Drama|War,3.0,средний рейтинг
341,Double Happiness (1994),Drama,4.5,высокий рейтинг
342,Muriel's Wedding (1994),Comedy,3.4375,средний рейтинг
343,"Baby-Sitters Club, The (1995)",Children,3.0,средний рейтинг
344,Ace Ventura: Pet Detective (1994),Comedy,2.8714285714285714,средний рейтинг
345,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama,3.75,средний рейтинг
346,Backbeat (1993),Drama|Musical,3.0,средний рейтинг
347,Bitter Moon (1992),Drama|Film-Noir|Romance,3.857142857142857,средний рейтинг
348,Bullets Over Broadway (1994),Comedy,3.9375,средний рейтинг
349,Clear and Present Danger (1994),Action|Crime|Drama|Thriller,3.7869565217391306,средний рейтинг
350,"Client, The (1994)",Drama|Mystery|Thriller,3.3285714285714287,средний рейтинг
351,"Corrina, Corrina (1994)",Comedy|Drama|Romance,3.1923076923076925,средний рейтинг
352,Crooklyn (1994),Comedy|Drama,3.357142857142857,средний рейтинг
353,"Crow, The (1994)",Action|Crime|Fantasy|Thriller,3.58955223880597,средний рейтинг
354,Cobb (1994),Drama,3.5,средний рейтинг
355,"Flintstones, The (1994)",Children|Comedy|Fantasy,2.2051282051282053,средний рейтинг
356,Forrest Gump (1994),Comedy|Drama|Romance|War,4.05425219941349,высокий рейтинг
357,Four Weddings and a Funeral (1994),Comedy|Romance,3.6844262295081966,средний рейтинг
358,Higher Learning (1995),Drama,2.4285714285714284,средний рейтинг
360,I Love Trouble (1994),Action|Comedy,2.5,средний рейтинг
361,It Could Happen to You (1994),Comedy|Drama|Romance,3.38,средний рейтинг
362,"Jungle Book, The (1994)",Adventure|Children|Romance,3.45,средний рейтинг
363,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)",Documentary,4.5,высокий рейтинг
364,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX,3.7775,средний рейтинг
365,Little Buddha (1993),Drama,3.0,средний рейтинг
366,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)",Drama|Horror|Mystery|Thriller,3.272727272727273,средний рейтинг
367,"Mask, The (1994)",Action|Comedy|Crime|Fantasy,3.070063694267516,средний рейтинг
368,Maverick (1994),Adventure|Comedy|Western,3.535211267605634,средний рейтинг
369,Mrs. Parker and the Vicious Circle (1994),Drama,3.0555555555555554,средний рейтинг
370,Naked Gun 33 1/3: The Final Insult (1994),Action|Comedy,3.0522388059701493,средний рейтинг
371,"Paper, The (1994)",Comedy|Drama,3.25,средний рейтинг
372,Reality Bites (1994),Comedy|Drama|Romance,3.0588235294117645,средний рейтинг
373,Red Rock West (1992),Thriller,4.138888888888889,высокий рейтинг
374,Richie Rich (1994),Children|Comedy,2.1,средний рейтинг
375,Safe Passage (1994),Drama,3.6666666666666665,средний рейтинг
376,"River Wild, The (1994)",Action|Thriller,3.425531914893617,средний рейтинг
377,Speed (1994),Action|Romance|Thriller,3.566666666666667,средний рейтинг
378,Speechless (1994),Comedy|Romance,3.25,средний рейтинг
379,Timecop (1994),Action|Sci-Fi|Thriller,3.261904761904762,средний рейтинг
380,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller,3.515151515151515,средний рейтинг
381,When a Man Loves a Woman (1994),Drama|Romance,3.1379310344827585,средний рейтинг
382,Wolf (1994),Drama|Horror|Romance|Thriller,3.1052631578947367,средний рейтинг
383,Wyatt Earp (1994),Western,3.1153846153846154,средний рейтинг
384,Bad Company (1995),Action|Crime|Drama,3.25,средний рейтинг
387,"Low Down Dirty Shame, A (1994)",Action|Comedy,3.6666666666666665,средний рейтинг
388,Boys Life (1995),Drama,3.6666666666666665,средний рейтинг
389,"Colonel Chabert, Le (1994)",Drama|Romance|War,4.0,средний рейтинг
390,Faster Pussycat! Kill! Kill! (1965),Action|Crime|Drama,4.1,высокий рейтинг
391,Jason's Lyric (1994),Crime|Drama,3.0,средний рейтинг
